"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"HOMETOWN STORY",15682,"Oct 17, 2013","['Natsume', 'Toybox Inc.']","Originally announced as Project Happiness, HomeTown Story is a simulation game from Harvest Moon creator Yasuhiro Wada about a shopkeeper taking over their grandmother's shop.","['iOS', 'Nintendo 3DS']","['Adventure', 'RPG', 'Simulator']",2.1,"28","1","17","17","10","2","/games/boxart/full_4968069AmericaFrontccc.jpg","3DS","Simulation","Natsume","Toy Box",5.5,0.5,0.29,0.04,0.13,0.04,"22-10-2013","14-01-2018"
"HOT SHOTS GOLF OPEN TEE 2",55447,"Jun 12, 2007","['Sony Computer Entertainment Europe', 'Clap Hanz']","The eighth game, and second portable golf title, in the Everybody's Golf series, known as Hot Shots in North America.","['PlayStation Portable']","['Sport']",3.6,"26","0","14","6","8","2","/games/boxart/full_9510869AmericaFrontccc.jpg","PSP","Sports","Sony Computer Entertainment","Clap Hanz",8,0.68,0.21,0.28,0.11,0.08,"03-06-2008",""
"HOT SHOTS GOLF OPEN TEE 2",50535,"Jun 12, 2007","['Sony Computer Entertainment Europe', 'Clap Hanz']","The eighth game, and second portable golf title, in the Everybody's Golf series, known as Hot Shots in North America.","['PlayStation Portable']","['Sport']",3.6,"26","0","14","6","8","2","/games/boxart/full_9510869AmericaFrontccc.jpg","PSP","Sports","Sony Computer Entertainment","Clap Hanz",8,0.68,0.21,0.28,0.11,0.08,"03-06-2008",""
"HOTEL DUSK ROOM 215",768,"Jan 22, 2007","['Nintendo', 'Cing']","Take control of an interactive mystery novel and discover the secrets of Hotel Dusk. Who is Kyle Hyde- and what really happened in Room 215? Take stylus in hand and navigate a tangled web of lies, betrayal, and murder to learn the answers.","['Nintendo DS']","['Adventure', 'Point-and-Click', 'Puzzle', 'Quiz/Trivia', 'Visual Novel']",4,"1.8K","91","1.5K","913","500","111","/games/boxart/9124389ccc.gif","DS","Adventure","Nintendo","Cing",8,0.54,0.26,0.22,0.04,0.03,"22-01-2007",""
"HUNTED THE DEMONS FORGE",57894,"May 31, 2011","['inXile Entertainment', 'Bethesda Softworks']","It will take the combined efforts of two great warriors to explore menacing dungeons, overgrown ruins, and downtrodden towns … and discover the secrets of the Demon’s Forge.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Brawler', 'Puzzle', 'RPG']",2.4,"115","2","64","17","19","3","/games/boxart/full_hunted-the-demons-forge_236AmericaFront.jpg","X360","Role-Playing","Bethesda Softworks","InXile Entertainment",6,0.22,0.13,0,0.07,0.02,"31-05-2011",""
"HUNTED THE DEMONS FORGE",57894,"May 31, 2011","['inXile Entertainment', 'Bethesda Softworks']","It will take the combined efforts of two great warriors to explore menacing dungeons, overgrown ruins, and downtrodden towns … and discover the secrets of the Demon’s Forge.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Brawler', 'Puzzle', 'RPG']",2.4,"115","2","64","17","19","3","/games/boxart/full_hunted-the-demons-forge_137AmericaFront.jpg","PS3","Role-Playing","Bethesda Softworks","InXile Entertainment",6.1,0.25,0.12,0.02,0.09,0.03,"31-05-2011",""
"HYBRID HEAVEN",6249,"Aug 05, 1999","['Konami']","A gunshot echoes through the tunnels of the New York subway system. A secret service agent lies dying, and Diaz, with a gun gripped tightly in his hand, flees and stumbles into a strange underground world where a secret society of genetically engineered hybrid clones threaten to subvert the population of the outside world. Experience New York City's secret night life in Hybrid Heaven, a unique, fully-immersive action RPG that combines fighting, action, and role playing into a story of alien invasion, scientific experimentation, and murder. Unravel the secrets of the hybrid society, the future of humanity, and the true identity of Diaz.","['Nintendo 64']","['Adventure', 'RPG']",3.2,"98","2","124","69","45","5","/games/boxart/full_740834AmericaFrontccc.jpg","N64","Role-Playing","Konami","KCEO",7,0.25,0.16,0.05,0.04,0,"01-09-1999",""
"HYRULE WARRIORS DEFINITIVE EDITION",2095,"Mar 22, 2018","['Koei Tecmo Games', 'Nintendo of America']","A new, ultimate version of the exhilarating action game set in the Zelda universe will include every map and mission, plus all 29 playable characters from both the Wii U and Nintendo 3DS versions of the game, along with all of the previous paid downloadable content. Play as Link, Zelda, Midna, Skull Kid and dozens more in action-packed battles at home or on the go. Additionally, the game includes new outfits for Link and Zelda based on the Legend of Zelda: Breath of the Wild game.","['Nintendo Switch']","['Adventure', 'Brawler']",3.7,"1.6K","88","475","305","269","106","/games/boxart/full_8069084AmericaFrontccc.jpg","NS","Action","Nintendo","Omega Force",8,0.46,0.21,0.07,0.15,0.03,"18-05-2018","30-12-2019"
"INFAMOUS 2",1171,"Jun 07, 2011","['Sony Computer Entertainment', 'Sucker Punch Productions']","Blamed for the destruction of Empire City and haunted by the ghosts of his past, reluctant hero Cole MacGrath makes a dramatic journey to the historic Southern city of New Marais in an effort to discover his full super-powered potential -- and face a civilization-ending confrontation with a dark and terrifying enemy from his own future. Gifted with extraordinary god-like abilities, Cole alone has the power to save humanity, but the question is-- will he choose to do so?","['PlayStation 3']","['Adventure', 'Brawler', 'Puzzle']",3.7,"4.8K","25","777","378","479","128","/games/boxart/full_infamous-2_615AmericaFront.jpg","PS3","Action","Sony Computer Entertainment","Sucker Punch Productions",8.1,1.87,1.05,0.08,0.48,0.26,"07-06-2011",""
"INNOCENT LIFE A FUTURISTIC HARVEST MOON",7323,"May 27, 2006","['Marvelous', 'Natsume']","Life is good for the residents of Heartflame Island, especially since new robots and automated machines do almost all of the work. But technology is a tool--not an answer to all problems. Maybe that's why everyone is a little uneasy about the old stories of strange magic and a prediction that Flame Mountain will erupt and destroy everything. That's why Dr. Hope, a caring and wise old scholar has sent you, his son on a journey to the ancient ruins to try and run a farm. It is your father's dream that you will unlock the secrets of the ancient ruins and find the meaning of ""life"".","['PlayStation Portable']","['RPG', 'Simulator']",3,"74","1","61","29","26","1","/games/boxart/6562030ccc.jpg","PSP","Simulation","Natsume","ArtePiazza",6.5,0.16,0.08,0.03,0.03,0.02,"15-05-2007",""
"INTELLIGENT QUBE",5881,"Jan 31, 1997","['Sony Computer Entertainment']","Intelligent Qube is a puzzle game for the PlayStation. In the game, the player controls a character who must run around a platform made of cubes, clearing certain cubes as they approach. Cubes are ""cleared"" by marking a spot on the stage, waiting for the cube to roll on top of it, and then deactivating the marked spot.","['Mobile', 'PlayStation']","['Puzzle', 'Strategy']",3.5,"262","2","142","77","108","31","/games/boxart/2796675ccc.jpg","PS","Puzzle","Sony Computer Entertainment","Sony Computer Entertainment",7.4,1.22,0.13,1,0.07,0.02,"30-09-1997",""
"JAK AND DAXTER THE LOST FRONTIER",3724,"Nov 03, 2009","['Sony Computer Entertainment', 'High Impact Games']","When their world begins to run out of Eco, Jak and Keira travel to the edge of the world in search of the ancient Precursor machinery that could reverse the planet's decline. They're not the only interested factions out on the Brink, however; Jak must contend with Sky Pirates while struggling to control his own Eco powers.","['PlayStation 2', 'PlayStation Vita', 'PlayStation Portable']","['Adventure', 'Platform']",2.2,"649","7","211","107","79","34","/games/boxart/full_7342682AmericaFrontccc.jpg","PSP","Platform","Sony Computer Entertainment","High Impact Games",7.5,0.62,0.18,0,0.28,0.16,"03-11-2009",""
"JAK AND DAXTER THE PRECURSOR LEGACY",617,"Dec 03, 2001","['Sony Computer Entertainment', 'Naughty Dog']","From the creator and developer of the acclaimed, top-selling Crash Bandicoot series comes the next generation in interactive entertainment.
Expect the unexpected! Enter a new world of magic, adventure, exploration, and discovery where enormous vistas and exotic characters lead you to places beyond your imagination. Test your wits and your skills as you embark on a journey to reverse your best friend's transformation into a furry Ottsel, even as he entangles you in his amusing antics. Discover twisted corruption and battle the sinister minds behind this chilling plot. Light Eco. Precursor Technology. Power Cells. Dark Eco. What does it all mean?
Only one person holds the secret behind the power of the mysterious Eco. Together you must now take on these endeavors.
Unleash the hero within. A new legacy is born!","['PlayStation 4', 'PlayStation 3', 'PlayStation 2', 'PlayStation Vita']","['Adventure', 'Platform']",3.8,"5.7K","84","1.2K","434","818","276","/games/boxart/full_971930AmericaFrontccc.jpg","PS2","Platform","Sony Computer Entertainment","Naughty Dog",9,3.64,2.08,0.15,1.09,0.33,"04-12-2001",""
"JAMES BOND 007 BLOOD STONE",4049,"Nov 02, 2010","['Activision', 'Bizarre Creations']","James Bond 007: Blood Stone features the likeness and voice talent of Daniel Craig, Joss Stone and Judi Dench and features an epic, original story developed by legendary screenwriter Bruce Feirstein. Players can engage in cover-based firefights, lethal hand-to-hand combat and speed their way through explosive adrenaline-fueled driving sequences as they embark on a global chase leading to action on land and sea through Athens, Istanbul, Monaco and Bangkok. Gamers can also feel what it is like to be a 00 agent, as they take the battle online in several robust 16-person multi-player modes that require skill, teamwork and strategy as players compete in matches that will have spies battling mercenaries.","['Windows PC', 'Xbox 360', 'PlayStation 3', 'Nintendo DS']","['Shooter']",2.9,"399","5","75","57","55","16","/games/boxart/full_james-bond-007-blood-stone_5AmericaFront.jpg","X360","Action","Activision","Bizarre Creations",6.2,0.47,0.2,0,0.23,0.05,"02-11-2010",""
"JAMES BOND 007 BLOOD STONE",4049,"Nov 02, 2010","['Activision', 'Bizarre Creations']","James Bond 007: Blood Stone features the likeness and voice talent of Daniel Craig, Joss Stone and Judi Dench and features an epic, original story developed by legendary screenwriter Bruce Feirstein. Players can engage in cover-based firefights, lethal hand-to-hand combat and speed their way through explosive adrenaline-fueled driving sequences as they embark on a global chase leading to action on land and sea through Athens, Istanbul, Monaco and Bangkok. Gamers can also feel what it is like to be a 00 agent, as they take the battle online in several robust 16-person multi-player modes that require skill, teamwork and strategy as players compete in matches that will have spies battling mercenaries.","['Windows PC', 'Xbox 360', 'PlayStation 3', 'Nintendo DS']","['Shooter']",2.9,"399","5","75","57","55","16","/games/boxart/full_james-bond-007-blood-stone_3AmericaFront.jpg","PS3","Action","Activision","Bizarre Creations",6.2,0.7,0.18,0.02,0.37,0.12,"02-11-2010",""
"JUON THE GRUDGE",5674,"Jul 30, 2009","['AQ Interactive', 'Feelplus']","It is said that when a person dies with a deep and burning grudge, a curse is born. When an average housewife in Nerima, Japan, was murdered in a grisly fashion, it gave rise to a curse so powerful that it threatens to kill at a pace thought unimaginable before. The curse manifests on those who encounter the curse by any means, such as entering the house or being in contact with somebody who was already cursed. Once Erika Yamada is exposed to the curse while searching for her dog in an abandoned warehouse, the entire Yamada family is put in grave danger as soon as she reunites with them at home. They must now face their individual challenges alone, and only by overcoming the curse together will their family truly be free again. JU-ON: The Grudge is billed as the first “Haunted House Simulator” where accessibility and instant scares are given priority over story and game play depth. Using the Wii Remote as a flashlight, players move forward with the touch of a button and explore haunted areas such as an abandoned warehouse, a dimly-lit hospital, and a mannequin factory. Much like a haunted house, the player must proceed forward even after being frightened.","['Wii']","['Adventure']",1.8,"83","0","40","32","44","4","/games/boxart/full_2599809AmericaFrontccc.jpg","Wii","Adventure","Xseed Games","FeelPlus",4,0.1,0.07,0.01,0.01,0.01,"13-10-2009",""
